"caseid","season","holiday","workday","weather","temperature","humidity","windspeed","casual","registered","rentals"
683,4,1,0,2,14.0766534805298,66.2917022705078,22.9170818328857,327,3767,4094
684,4,1,0,1,11.8558464050293,55.2083015441895,13.3748750686646,373,5122,5495
685,4,1,0,2,13.188346862793,62.0416984558105,10.250129699707,320,5125,5445
686,4,1,0,1,14.1449995040894,52.4582977294922,11.4586744308472,484,5214,5698
687,4,1,1,1,13.3249998092651,54.5417022705078,12.0418434143066,1313,4316,5629
688,4,1,1,1,14.0425004959106,69.2917022705078,15.2500038146973,922,3747,4669
689,4,1,0,2,15.6141529083252,62.3332977294922,15.7494888305664,449,5050,5499
690,4,1,0,2,15.3408470153809,68.5,5.54257535934448,534,5100,5634
691,4,1,0,1,14.4866523742676,61.375,6.91748237609863,615,4531,5146
692,4,0,1,1,13.9400005340576,58.0416984558105,3.5423436164856,955,1470,2425
693,4,1,0,1,15.1016530990601,56.8750038146973,9.91740703582764,1603,2307,3910
694,4,1,1,1,11.4116535186768,40.4583015441895,25.2503566741943,532,1745,2277
695,4,1,1,1,10.0791530609131,46.8333015441895,10.0834999084473,309,2115,2424
696,4,1,0,1,12.8466529846191,53.5417022705078,3.12555003166199,337,4750,5087
697,4,1,0,2,11.9583473205566,78.6667022705078,15.9166536331177,123,3836,3959
698,4,1,0,1,12.1633472442627,50.6250038146973,14.1250076293945,198,5062,5260
699,4,1,0,1,11.5156698226929,55.5652008056641,7.73997402191162,243,5080,5323
700,4,1,0,1,12.2316522598267,64.9582977294922,3.91754364967346,362,5306,5668
701,4,1,1,2,12.2316522598267,80.6666946411133,4.00018119812012,951,4240,5191
702,4,1,1,2,14.2474994659424,82.3333053588867,8.33339309692383,892,3757,4649
703,4,1,0,1,18.5524997711182,76.75,5.54229354858398,555,5679,6234
704,4,1,0,1,19.5091533660889,73.375,11.6666421890259,551,6055,6606
705,4,1,0,1,17.9716529846191,48.5,21.7094078063965,331,5398,5729
706,4,1,0,1,10.4891529083252,50.8750038146973,11.7085180282593,340,5035,5375
707,4,1,0,2,13.1541528701782,76.4167022705078,8.75020027160645,349,4659,5008
708,4,1,1,2,15.6483469009399,91.125,6.79239320755005,1153,4429,5582
709,4,1,1,2,15.750846862793,90.5417022705078,10.584324836731,441,2787,3228
710,4,1,0,2,17.8691539764404,92.5,12.750636100769,329,4841,5170
711,4,1,0,2,14.4866523742676,59.6666984558105,19.8344783782959,282,5219,5501
712,4,1,0,2,12.1975002288818,53.8333015441895,10.9167785644531,310,5009,5319
713,4,1,0,1,12.1291522979736,48.5832977294922,11.6666421890259,425,5107,5532
714,4,1,0,1,11.5483465194702,64.2916946411133,8.79234313964844,429,5182,5611
715,4,1,1,1,13.2908477783203,65.0416946411133,7.12544965744019,767,4280,5047
716,4,1,1,2,14.8625001907349,83.875,6.74971389770508,538,3248,3786
717,4,1,0,2,16.126651763916,90.7082977294922,6.58330631256104,212,4373,4585
718,4,1,0,1,16.8441524505615,66.625,14.8340682983398,433,5124,5557
719,4,1,0,1,13.6325006484985,62.5416984558105,12.3341636657715,333,4934,5267
720,4,1,0,2,13.5300006866455,66.7917022705078,8.87502098083496,314,3814,4128
721,1,1,0,2,13.3933477401733,55.6666984558105,25.0836620330811,221,3402,3623
722,1,1,1,1,10.8991527557373,44.125,27.2921829223633,205,1544,1749
723,1,1,1,1,10.0791530609131,51.5416984558105,8.91656112670898,408,1379,1787
724,1,1,0,2,9.48346424102783,79.1304016113281,5.17443704605103,174,746,920
725,1,0,1,2,11.9434633255005,73.4783020019531,11.3046417236328,440,573,1013
726,1,1,0,3,9.97665309906006,82.3333053588867,21.2085819244385,9,432,441
727,1,1,0,2,10.4208469390869,65.2917022705078,23.458911895752,247,1867,2114
728,1,1,0,2,10.3866529464722,58.9999961853027,10.4165563583374,644,2451,3095
729,1,1,1,2,10.3866529464722,75.2917022705078,8.33366107940674,159,1182,1341
730,1,1,1,1,10.4891529083252,48.3332977294922,23.5005168914795,364,1432,1796
731,1,1,0,2,8.84915256500244,57.75,10.3746814727783,439,2290,2729
