neighid,male,dadeduc,momeduc,socialcapital,familywealth,deprive
530,male,no,no,-13.028,-1.3276,-.023
531,male,no,no,-1.028,.029300001,.126
531,female,no,no,-4.0279999,-1.3276,.126
531,male,no,no,-2.0280001,-1.3276,.126
532,female,no,no,-4.0279999,1.1404999,.19
532,male,yes,yes,-2.0280001,2.4151001,.19
533,female,yes,yes,-8.0279999,.56099999,.347
533,female,no,no,8.9720001,.73500001,.347
534,female,no,no,-10.028,.26409999,.292
534,female,no,no,.972,.1582,.292
534,female,no,no,-3.0280001,-1.3276,.292
534,male,no,no,-7.0279999,-1.3276,.292
535,male,no,no,1.972,.26409999,.77100003
535,female,no,no,-2.0280001,.56099999,.77100003
535,female,no,no,2.9719999,-.5812,.77100003
535,female,no,no,1.972,-.13249999,.77100003
535,female,no,no,-11.028,-1.3276,.77100003
535,female,no,no,2.9719999,-.5812,.77100003
535,female,no,no,20.972,.9127,.77100003
535,male,no,no,-11.028,-1.3276,.77100003
535,male,no,no,-14.028,-1.3276,.77100003
536,female,no,no,5.9720001,.73500001,.71499997
536,male,yes,yes,-4.0279999,.029300001,.71499997
536,male,yes,no,-7.0279999,.56099999,.71499997
537,female,yes,no,-3.0280001,.73500001,.25299999
537,male,no,no,-10.028,-.13249999,.25299999
537,female,no,no,.972,.029300001,.25299999
537,male,no,no,-6.0279999,-1.3276,.25299999
537,male,no,yes,2.9719999,-1.3276,.25299999
537,female,no,no,8.9720001,.56099999,.25299999
537,male,no,no,5.9720001,-1.3276,.25299999
537,male,no,no,27.972,1.5177,.25299999
538,male,no,no,13.972,.73500001,.486
538,female,no,no,-1.028,.1582,.486
539,female,no,yes,5.9720001,.3917,.34799999
539,male,no,no,3.9719999,.3917,.34799999
539,female,no,no,5.9720001,2.4151001,.34799999
539,male,no,no,-22.028,-1.3276,.34799999
539,female,no,no,-7.0279999,-.5812,.34799999
540,female,no,no,-.028000001,.029300001,1.007
540,female,no,no,-12.028,-1.3276,1.007
540,female,no,no,-7.0279999,-1.3276,1.007
540,male,no,no,-3.0280001,.029300001,1.007
540,female,no,no,5.9720001,-.36000001,1.007
541,male,no,no,3.9719999,-.13249999,.048
541,female,no,yes,4.9720001,.029300001,.048
541,male,no,no,-13.028,-1.3276,.048
541,male,no,no,-.028000001,-1.3276,.048
541,female,no,no,-14.028,-.36000001,.048
541,female,no,no,-1.028,.029300001,.048
541,male,no,no,1.972,.1582,.048
541,male,no,no,.972,-.36000001,.048
542,male,no,no,-.028000001,1.5177,-.87900001
542,female,no,no,13.972,.56099999,-.87900001
542,male,no,no,-8.0279999,.26409999,-.87900001
542,female,no,no,6.9720001,1.5177,-.87900001
542,female,no,no,6.9720001,-.13249999,-.87900001
542,female,yes,yes,25.972,2.4151001,-.87900001
542,female,no,no,14.972,.9127,-.87900001
542,male,no,yes,12.972,.26409999,-.87900001
542,female,yes,yes,-4.0279999,1.1404999,-.87900001
542,female,yes,yes,-11.028,-.5812,-.87900001
542,female,yes,no,10.972,1.1404999,-.87900001
543,male,no,no,-2.0280001,-.36000001,-.67500001
543,female,yes,yes,5.9720001,.56099999,-.67500001
543,female,yes,yes,2.9719999,1.5177,-.67500001
543,female,yes,no,.972,-.13249999,-.67500001
543,male,no,yes,.972,-.36000001,-.67500001
543,male,no,no,9.9720001,1.5177,-.67500001
543,female,no,yes,11.972,2.4151001,-.67500001
543,male,yes,yes,-8.0279999,-.36000001,-.67500001
543,female,no,no,-6.0279999,-.13249999,-.67500001
543,male,yes,yes,1.972,.56099999,-.67500001
544,female,no,no,5.9720001,1.5177,-.87300003
544,male,yes,yes,7.9720001,2.4151001,-.87300003
544,female,no,no,4.9720001,1.1404999,-.87300003
544,male,no,no,-9.0279999,.3917,-.87300003
544,male,no,no,-9.0279999,-.13249999,-.87300003
544,female,no,no,18.972,1.5177,-.87300003
544,male,no,yes,10.972,.56099999,-.87300003
544,male,no,no,7.9720001,.9127,-.87300003
544,female,no,no,-.028000001,2.4151001,-.87300003
544,male,no,no,-1.028,.73500001,-.87300003
544,male,yes,no,2.9719999,.029300001,-.87300003
544,female,yes,no,10.972,1.1404999,-.87300003
544,male,no,no,23.972,.9127,-.87300003
544,male,no,no,13.972,.3917,-.87300003
545,female,no,no,-5.0279999,-.13249999,-.65499997
545,male,no,no,.972,2.4151001,-.65499997
545,female,no,no,1.972,.1582,-.65499997
545,female,no,no,9.9720001,.56099999,-.65499997
545,male,no,no,-5.0279999,-1.3276,-.65499997
545,female,no,no,4.9720001,1.1404999,-.65499997
545,female,no,no,-12.028,-.5812,-.65499997
545,female,yes,yes,5.9720001,.029300001,-.65499997
545,male,yes,no,7.9720001,.3917,-.65499997
546,female,yes,yes,31.972,2.4151001,-.88300002
546,female,yes,no,-.028000001,.73500001,-.88300002
546,female,yes,yes,8.9720001,.1582,-.88300002
546,female,yes,no,-4.0279999,2.4151001,-.88300002
546,female,no,yes,.972,.56099999,-.88300002
546,male,no,no,-1.028,-.36000001,-.88300002
547,female,yes,yes,20.972,1.5177,-.79299998
547,female,no,no,8.9720001,.56099999,-.79299998
547,male,no,yes,10.972,.3917,-.79299998
547,male,no,no,4.9720001,-.13249999,-.79299998
547,male,yes,no,11.972,.029300001,-.79299998
547,female,no,no,-5.0279999,.56099999,-.79299998
548,male,yes,no,22.972,2.4151001,-.62800002
548,male,no,no,3.9719999,1.5177,-.62800002
548,male,yes,yes,13.972,1.5177,-.62800002
548,male,yes,yes,13.972,2.4151001,-.62800002
548,female,no,no,-8.0279999,-1.3276,-.62800002
549,male,no,no,7.9720001,.9127,-.93199998
549,female,yes,no,4.9720001,.73500001,-.93199998
549,female,no,no,-12.028,.9127,-.93199998
549,female,yes,no,1.972,-.13249999,-.93199998
549,female,yes,yes,4.9720001,2.4151001,-.93199998
549,male,no,no,-17.028,.56099999,-.93199998
549,female,yes,yes,15.972,2.4151001,-.93199998
549,male,no,no,1.972,1.1404999,-.93199998
549,male,no,no,9.9720001,-.13249999,-.93199998
550,male,no,no,8.9720001,.3917,-.67900002
550,female,no,yes,17.972,.9127,-.67900002
550,male,yes,yes,8.9720001,2.4151001,-.67900002
550,female,no,yes,-11.028,-.36000001,-.67900002
550,male,yes,yes,10.972,1.5177,-.67900002
550,female,yes,yes,11.972,1.5177,-.67900002
551,female,no,no,19.972,.26409999,-.62900001
551,male,no,no,3.9719999,-1.3276,-.62900001
551,female,yes,yes,6.9720001,2.4151001,-.62900001
551,male,no,no,-20.028,-1.3276,-.62900001
552,female,no,no,.972,.1582,.39199999
552,female,no,no,-8.0279999,-1.3276,.39199999
553,male,no,yes,5.9720001,2.4151001,.043000001
553,male,no,yes,-7.0279999,-1.3276,.043000001
553,male,no,no,-1.028,-.13249999,.043000001
554,male,no,no,1.972,.26409999,.49900001
554,female,no,no,-2.0280001,1.5177,.49900001
554,male,yes,no,3.9719999,1.1404999,.49900001
554,female,no,no,10.972,.56099999,.49900001
555,male,no,no,-16.028,-1.3276,-.093999997
556,female,yes,no,5.9720001,.56099999,-.081
556,male,yes,no,9.9720001,1.1404999,-.081
556,female,no,no,17.972,.3917,-.081
557,female,yes,yes,-10.028,-1.3276,.34
557,male,yes,no,-8.0279999,-1.3276,.34
557,female,no,no,-24.028,-1.3276,.34
557,female,no,no,.972,.029300001,.34
557,male,no,no,-3.0280001,-.36000001,.34
558,male,no,no,-10.028,.029300001,.026000001
558,female,no,no,-7.0279999,-.36000001,.026000001
558,male,no,no,-5.0279999,.3917,.026000001
558,male,no,no,6.9720001,.029300001,.026000001
558,male,no,no,6.9720001,.73500001,.026000001
559,male,yes,yes,9.9720001,1.1404999,-.60399997
559,male,no,no,4.9720001,.73500001,-.60399997
559,female,no,no,-10.028,.029300001,-.60399997
559,male,no,no,6.9720001,1.1404999,-.60399997
559,male,yes,no,3.9719999,.9127,-.60399997
559,female,no,no,-.028000001,.029300001,-.60399997
559,female,no,yes,-5.0279999,.029300001,-.60399997
560,female,no,yes,-1.028,-.36000001,.067000002
560,male,no,no,10.972,.3917,.067000002
560,female,yes,yes,2.9719999,.56099999,.067000002
560,female,no,no,17.972,.56099999,.067000002
560,female,yes,yes,2.9719999,.26409999,.067000002
560,female,no,yes,7.9720001,.3917,.067000002
560,female,no,no,-3.0280001,.1582,.067000002
561,male,no,no,-1.028,-.36000001,-.55500001
561,female,yes,yes,-.028000001,.1582,-.55500001
561,female,no,no,1.972,-1.3276,-.55500001
561,female,no,no,-8.0279999,.56099999,-.55500001
561,male,no,no,5.9720001,1.5177,-.55500001
561,male,no,no,9.9720001,.26409999,-.55500001
561,male,no,no,8.9720001,.26409999,-.55500001
561,female,yes,no,9.9720001,.73500001,-.55500001
561,female,no,yes,10.972,.3917,-.55500001
562,female,no,no,10.972,.56099999,-.066
562,male,no,no,-5.0279999,-1.3276,-.066
562,male,no,no,11.972,.56099999,-.066
562,female,yes,no,-5.0279999,.73500001,-.066
562,male,no,no,-10.028,-1.3276,-.066
562,male,no,no,5.9720001,.56099999,-.066
562,male,no,no,-9.0279999,-.36000001,-.066
562,male,no,yes,22.972,1.5177,-.066
562,male,no,no,16.972,.73500001,-.066
562,female,no,no,-10.028,-1.3276,-.066
562,male,no,yes,5.9720001,2.4151001,-.066
562,male,no,no,10.972,.9127,-.066
562,female,no,no,4.9720001,-.36000001,-.066
563,male,no,no,-13.028,-1.3276,-.075999998
563,female,no,no,-4.0279999,.56099999,-.075999998
563,female,no,no,-8.0279999,-.13249999,-.075999998
563,female,yes,yes,23.972,1.5177,-.075999998
563,male,no,no,-12.028,-1.3276,-.075999998
564,male,no,no,3.9719999,1.5177,.0040000002
564,male,no,no,2.9719999,.3917,.0040000002
564,male,no,no,10.972,-1.3276,.0040000002
564,female,no,no,-.028000001,.1582,.0040000002
564,female,no,no,5.9720001,.73500001,.0040000002
565,female,yes,yes,-9.0279999,-.36000001,2.1860001
565,male,no,no,-17.028,-.36000001,2.1860001
565,female,yes,yes,-4.0279999,-.5812,2.1860001
565,male,yes,no,13.972,2.4151001,2.1860001
565,male,no,no,-17.028,-1.3276,2.1860001
565,male,no,no,-15.028,-1.3276,2.1860001
566,female,no,no,.972,.56099999,-.486
566,female,yes,yes,-2.0280001,.73500001,-.486
566,female,no,no,4.9720001,.029300001,-.486
566,male,no,yes,4.9720001,1.5177,-.486
567,male,no,no,-3.0280001,-1.3276,.17399999
567,female,no,no,1.972,-.36000001,.17399999
567,male,no,no,-1.028,-1.3276,.17399999
568,female,no,no,-1.028,-.13249999,-.023
568,male,yes,yes,-5.0279999,.56099999,-.023
568,female,no,no,-3.0280001,.73500001,-.023
568,male,no,no,-2.0280001,.26409999,-.023
569,male,yes,yes,15.972,.56099999,-.199
569,female,no,no,-1.028,-1.3276,-.199
569,male,no,no,-11.028,-.5812,-.199
569,female,no,no,2.9719999,.029300001,-.199
569,male,yes,no,7.9720001,-1.3276,-.199
569,female,no,no,-10.028,-1.3276,-.199
569,female,no,no,.972,-.36000001,-.199
569,female,no,no,10.972,-.13249999,-.199
569,female,no,no,-9.0279999,.029300001,-.199
570,male,no,no,-1.028,-.36000001,-.368
570,female,no,no,9.9720001,1.1404999,-.368
570,female,no,no,-.028000001,.73500001,-.368
570,female,yes,no,-5.0279999,.73500001,-.368
570,female,yes,yes,7.9720001,.9127,-.368
570,female,no,no,-6.0279999,-1.3276,-.368
571,female,no,yes,.972,-.13249999,.013
571,male,no,no,-10.028,-1.3276,.013
571,male,no,no,3.9719999,.1582,.013
571,female,no,no,-10.028,.26409999,.013
571,female,no,no,2.9719999,1.5177,.013
571,female,yes,yes,.972,.56099999,.013
571,female,no,no,8.9720001,1.5177,.013
571,male,no,no,-3.0280001,-1.3276,.013
571,female,no,no,5.9720001,.56099999,.013
571,male,no,no,-1.028,-.5812,.013
571,male,no,yes,-2.0280001,-1.3276,.013
572,female,no,no,.972,.26409999,-.227
572,female,no,no,-6.0279999,-1.3276,-.227
572,female,no,no,-16.028,-1.3276,-.227
572,male,no,no,-9.0279999,-1.3276,-.227
572,female,no,no,-2.0280001,.26409999,-.227
572,male,yes,yes,-8.0279999,-1.3276,-.227
572,female,no,no,-4.0279999,.73500001,-.227
572,male,no,no,2.9719999,-.36000001,-.227
573,female,yes,yes,20.972,.26409999,-.377
573,female,yes,yes,3.9719999,.9127,-.377
573,female,no,no,6.9720001,1.5177,-.377
573,female,yes,yes,7.9720001,.56099999,-.377
573,male,yes,no,12.972,2.4151001,-.377
573,male,no,no,-4.0279999,-1.3276,-.377
573,female,yes,no,15.972,.9127,-.377
573,female,no,no,-8.0279999,-.13249999,-.377
573,female,no,no,-10.028,-.36000001,-.377
573,female,no,no,2.9719999,.029300001,-.377
645,female,yes,yes,1.972,1.5177,.177
645,female,no,no,8.9720001,-.36000001,.177
645,male,no,no,-3.0280001,.3917,.177
645,male,no,no,-2.0280001,1.5177,.177
645,female,no,no,-.028000001,-.36000001,.177
646,female,no,no,3.9719999,.3917,.63200003
646,female,no,no,1.972,.26409999,.63200003
646,male,no,no,-9.0279999,-.36000001,.63200003
646,male,no,no,-17.028,-.36000001,.63200003
646,female,no,no,4.9720001,.9127,.63200003
646,female,no,no,-6.0279999,-.5812,.63200003
646,male,no,yes,1.972,.029300001,.63200003
647,female,no,no,-4.0279999,.73500001,.206
647,male,no,no,.972,-.13249999,.206
647,female,no,no,.972,-.13249999,.206
647,female,no,yes,-7.0279999,.26409999,.206
647,female,no,yes,-11.028,.56099999,.206
647,female,no,no,5.9720001,-1.3276,.206
647,female,no,no,13.972,2.4151001,.206
647,female,no,yes,-7.0279999,.9127,.206
647,male,no,no,-1.028,-1.3276,.206
647,female,no,no,-6.0279999,-.5812,.206
647,male,no,no,-7.0279999,-.36000001,.206
647,male,no,no,-.028000001,-.5812,.206
647,female,no,no,3.9719999,.56099999,.206
648,female,yes,yes,3.9719999,.56099999,.18799999
648,male,no,no,-10.028,-1.3276,.18799999
648,male,no,yes,-11.028,-1.3276,.18799999
648,female,no,no,-4.0279999,-.36000001,.18799999
648,female,no,no,-7.0279999,-1.3276,.18799999
648,male,no,no,5.9720001,.3917,.18799999
648,female,no,no,-2.0280001,-.13249999,.18799999
648,male,no,no,-9.0279999,-1.3276,.18799999
648,female,no,no,-5.0279999,.56099999,.18799999
650,male,no,no,-6.0279999,-1.3276,.53399998
650,male,no,no,-11.028,-1.3276,.53399998
650,female,no,no,-11.028,-.36000001,.53399998
650,male,no,no,3.9719999,.73500001,.53399998
650,male,no,no,-5.0279999,-.13249999,.53399998
651,male,no,no,8.9720001,.9127,.118
651,female,yes,yes,10.972,.56099999,.118
651,female,yes,yes,-12.028,-1.3276,.118
652,female,no,no,-6.0279999,.3917,-.315
652,female,no,no,-4.0279999,.029300001,-.315
652,female,no,no,12.972,1.1404999,-.315
652,female,yes,no,-7.0279999,.56099999,-.315
652,female,no,yes,3.9719999,-1.3276,-.315
652,male,no,no,-10.028,-.36000001,-.315
652,female,yes,yes,7.9720001,.73500001,-.315
652,male,yes,yes,12.972,2.4151001,-.315
652,female,no,yes,12.972,.26409999,-.315
652,female,no,no,3.9719999,.56099999,-.315
652,female,no,yes,-4.0279999,-.36000001,-.315
653,female,no,no,10.972,.56099999,-.486
653,female,no,no,-16.028,.029300001,-.486
653,male,yes,yes,8.9720001,1.5177,-.486
654,male,no,no,-1.028,.26409999,-.171
654,female,no,no,21.972,.26409999,-.171
654,female,no,no,-11.028,-.36000001,-.171
654,male,no,no,-27.028,-1.3276,-.171
654,male,yes,no,6.9720001,-1.3276,-.171
654,female,no,yes,35.972,2.4151001,-.171
654,female,no,no,-7.0279999,.1582,-.171
654,female,no,no,.972,-.13249999,-.171
654,female,no,no,-6.0279999,.029300001,-.171
654,female,no,no,5.9720001,1.1404999,-.171
655,female,yes,no,-.028000001,.9127,-.081
655,female,no,no,4.9720001,-.13249999,-.081
655,female,no,no,-.028000001,1.1404999,-.081
655,female,no,no,-2.0280001,-.13249999,-.081
656,male,no,no,-.028000001,.73500001,.079000004
656,male,no,yes,10.972,.73500001,.079000004
656,female,no,yes,10.972,-1.3276,.079000004
656,male,no,no,-5.0279999,-.13249999,.079000004
656,female,yes,no,-22.028,-1.3276,.079000004
656,female,no,no,-9.0279999,-.36000001,.079000004
656,female,no,no,-7.0279999,-.36000001,.079000004
656,male,yes,no,-8.0279999,-.5812,.079000004
656,male,no,no,-1.028,.9127,.079000004
657,male,no,no,2.9719999,-1.3276,.061000001
657,female,no,no,12.972,.1582,.061000001
657,female,no,no,-7.0279999,-1.3276,.061000001
657,female,no,no,.972,.56099999,.061000001
657,male,no,no,19.972,1.5177,.061000001
657,female,no,no,-16.028,-1.3276,.061000001
657,male,no,no,-14.028,-1.3276,.061000001
657,male,no,no,5.9720001,.3917,.061000001
657,male,no,no,-3.0280001,-1.3276,.061000001
657,female,no,no,3.9719999,.029300001,.061000001
657,male,no,yes,-3.0280001,.029300001,.061000001
657,female,no,no,-6.0279999,-.13249999,.061000001
657,male,yes,no,11.972,2.4151001,.061000001
657,male,yes,yes,4.9720001,.56099999,.061000001
658,female,no,no,-11.028,-.13249999,-.289
658,male,no,yes,-8.0279999,-1.3276,-.289
658,female,no,no,-.028000001,.73500001,-.289
658,female,no,no,-1.028,-.36000001,-.289
658,female,no,yes,-.028000001,.56099999,-.289
658,female,no,no,-23.028,-1.3276,-.289
658,male,no,no,-25.028,-1.3276,-.289
659,male,yes,no,18.972,1.1404999,-.55900002
659,male,no,no,-7.0279999,.3917,-.55900002
659,male,no,yes,4.9720001,1.1404999,-.55900002
659,male,no,no,5.9720001,2.4151001,-.55900002
659,female,yes,yes,-.028000001,.73500001,-.55900002
659,female,yes,yes,6.9720001,1.5177,-.55900002
659,male,no,no,8.9720001,.3917,-.55900002
659,female,no,yes,15.972,2.4151001,-.55900002
660,male,no,no,-2.0280001,.029300001,-.204
660,female,no,no,10.972,.73500001,-.204
660,female,yes,yes,-11.028,-.5812,-.204
660,male,yes,yes,13.972,2.4151001,-.204
660,male,no,no,-6.0279999,-1.3276,-.204
661,male,no,yes,10.972,.73500001,-.40200001
661,female,no,no,17.972,1.5177,-.40200001
661,male,no,no,-11.028,-.36000001,-.40200001
661,female,no,no,8.9720001,-.36000001,-.40200001
661,female,no,no,8.9720001,.73500001,-.40200001
661,male,no,no,-.028000001,.3917,-.40200001
661,male,yes,no,-2.0280001,.26409999,-.40200001
661,female,no,no,-15.028,-1.3276,-.40200001
661,male,no,yes,1.972,.73500001,-.40200001
661,male,yes,no,.972,.3917,-.40200001
662,female,no,no,7.9720001,.73500001,.28299999
662,female,yes,yes,20.972,1.5177,.28299999
662,male,yes,yes,-.028000001,.3917,.28299999
663,male,no,no,-4.0279999,.1582,-.219
663,male,no,no,2.9719999,.029300001,-.219
663,female,no,no,-4.0279999,-.5812,-.219
663,female,no,no,8.9720001,.9127,-.219
663,male,yes,yes,12.972,.73500001,-.219
663,female,no,no,7.9720001,.9127,-.219
664,male,yes,no,22.972,1.5177,-.17200001
664,male,no,no,2.9719999,.3917,-.17200001
664,female,no,no,6.9720001,.56099999,-.17200001
664,female,no,yes,16.972,.9127,-.17200001
664,male,no,yes,8.9720001,.3917,-.17200001
665,male,no,no,4.9720001,-.36000001,.382
665,female,yes,yes,5.9720001,1.5177,.382
665,female,yes,yes,-3.0280001,-.13249999,.382
665,male,no,no,-4.0279999,-.36000001,.382
665,female,no,no,5.9720001,.26409999,.382
665,male,no,no,5.9720001,-.36000001,.382
665,male,no,no,-2.0280001,-.36000001,.382
666,male,no,yes,11.972,.9127,.33700001
666,female,no,no,2.9719999,-.36000001,.33700001
666,male,no,no,9.9720001,.029300001,.33700001
666,female,no,yes,3.9719999,-.13249999,.33700001
667,female,no,no,3.9719999,2.4151001,.15000001
667,male,no,no,-10.028,.26409999,.15000001
667,male,no,no,4.9720001,.26409999,.15000001
667,female,no,no,16.972,.73500001,.15000001
667,male,no,no,-8.0279999,.029300001,.15000001
667,female,no,no,10.972,.029300001,.15000001
667,male,yes,yes,-1.028,.1582,.15000001
667,female,no,no,13.972,.029300001,.15000001
667,male,yes,yes,-4.0279999,.56099999,.15000001
667,male,no,no,5.9720001,.3917,.15000001
667,female,yes,no,7.9720001,1.5177,.15000001
667,male,no,no,-4.0279999,-1.3276,.15000001
667,female,no,no,-.028000001,-.36000001,.15000001
668,female,no,no,.972,.029300001,-.244
668,male,no,no,8.9720001,-1.3276,-.244
668,male,no,no,-13.028,-1.3276,-.244
668,female,yes,no,20.972,.9127,-.244
669,female,no,no,-5.0279999,-.36000001,.111
669,female,yes,no,-4.0279999,-.36000001,.111
670,female,no,no,-15.028,-1.3276,-.35299999
670,male,yes,yes,11.972,2.4151001,-.35299999
670,female,no,no,-11.028,-1.3276,-.35299999
670,female,no,yes,-10.028,-.36000001,-.35299999
670,male,no,no,-14.028,-1.3276,-.35299999
670,female,no,no,7.9720001,.3917,-.35299999
671,female,no,no,8.9720001,1.1404999,-.34200001
671,female,yes,yes,20.972,.56099999,-.34200001
671,female,no,no,.972,.56099999,-.34200001
672,male,no,no,-.028000001,.029300001,.0020000001
672,female,no,no,-7.0279999,.029300001,.0020000001
672,male,no,no,14.972,.56099999,.0020000001
673,female,yes,no,4.9720001,.9127,-.36300001
673,female,no,yes,12.972,.029300001,-.36300001
673,female,no,no,-4.0279999,.1582,-.36300001
673,male,yes,yes,10.972,.3917,-.36300001
673,female,no,no,-4.0279999,-.36000001,-.36300001
673,female,no,no,9.9720001,.3917,-.36300001
674,female,no,no,-7.0279999,-.36000001,.052999999
674,male,yes,yes,16.972,1.5177,.052999999
674,male,no,no,-4.0279999,-1.3276,.052999999
674,female,no,no,-4.0279999,-.36000001,.052999999
674,female,no,yes,-12.028,-1.3276,.052999999
674,female,yes,no,13.972,.9127,.052999999
675,female,no,no,7.9720001,.73500001,-.182
675,male,no,no,21.972,.73500001,-.182
675,female,no,no,4.9720001,.3917,-.182
675,male,no,no,-2.0280001,.56099999,-.182
675,female,yes,no,5.9720001,1.1404999,-.182
675,male,yes,yes,-4.0279999,-1.3276,-.182
675,male,yes,no,15.972,.3917,-.182
675,male,yes,yes,-5.0279999,-.36000001,-.182
675,female,no,no,-.028000001,.029300001,-.182
675,female,yes,yes,-14.028,.73500001,-.182
675,male,yes,yes,-2.0280001,-.36000001,-.182
675,male,no,no,12.972,1.5177,-.182
676,male,no,no,-10.028,-.36000001,-.21600001
676,male,no,yes,2.9719999,.029300001,-.21600001
676,female,yes,no,11.972,1.1404999,-.21600001
676,female,no,no,17.972,2.4151001,-.21600001
676,female,no,no,1.972,-.13249999,-.21600001
676,female,no,no,-1.028,-.5812,-.21600001
677,female,no,no,3.9719999,.73500001,.21799999
677,female,no,no,-21.028,-.36000001,.21799999
677,female,no,no,-.028000001,-.36000001,.21799999
677,female,no,no,-7.0279999,-.5812,.21799999
678,female,no,no,2.9719999,.56099999,-.045000002
678,female,no,no,-1.028,-1.3276,-.045000002
678,female,no,no,17.972,.73500001,-.045000002
678,female,no,no,4.9720001,1.5177,-.045000002
678,female,no,no,-7.0279999,-.36000001,-.045000002
678,male,yes,no,4.9720001,1.5177,-.045000002
678,male,no,no,-27.028,-.36000001,-.045000002
678,female,no,no,-6.0279999,-.36000001,-.045000002
679,female,no,no,.972,.56099999,.49599999
679,female,no,no,-7.0279999,-1.3276,.49599999
679,female,no,no,-2.0280001,-1.3276,.49599999
679,female,no,no,8.9720001,.3917,.49599999
679,female,yes,yes,.972,1.1404999,.49599999
679,male,no,no,4.9720001,.3917,.49599999
679,female,yes,no,7.9720001,.3917,.49599999
679,male,no,no,-13.028,-.36000001,.49599999
680,female,yes,no,16.972,1.1404999,-.115
680,male,no,no,1.972,1.1404999,-.115
680,female,no,no,-8.0279999,-.36000001,-.115
680,male,no,no,-13.028,-.13249999,-.115
680,female,no,no,9.9720001,-.36000001,-.115
681,male,no,no,-.028000001,-.36000001,-.198
681,female,no,yes,6.9720001,.56099999,-.198
681,female,no,yes,-8.0279999,-1.3276,-.198
681,male,no,no,-24.028,-1.3276,-.198
681,female,no,no,-10.028,-1.3276,-.198
681,female,yes,no,-7.0279999,-1.3276,-.198
681,male,no,no,-19.028,-1.3276,-.198
681,female,no,no,16.972,.3917,-.198
681,female,no,no,12.972,.56099999,-.198
682,male,no,no,1.972,.73500001,.18000001
682,female,no,no,-8.0279999,-.5812,.18000001
682,male,no,no,-4.0279999,.73500001,.18000001
682,male,yes,yes,-3.0280001,-.13249999,.18000001
683,male,no,yes,10.972,.3917,-.78799999
683,male,yes,no,12.972,.3917,-.78799999
683,male,no,no,-6.0279999,.73500001,-.78799999
684,male,yes,no,1.972,.73500001,-.97500002
684,male,yes,yes,13.972,.3917,-.97500002
687,male,no,no,-19.028,-.36000001,-.045000002
687,female,no,no,2.9719999,.56099999,-.045000002
687,female,no,yes,8.9720001,.56099999,-.045000002
687,female,no,no,13.972,.73500001,-.045000002
687,male,no,no,-1.028,-.5812,-.045000002
687,male,yes,yes,-7.0279999,-.36000001,-.045000002
687,male,no,yes,.972,-.13249999,-.045000002
687,male,no,no,-15.028,-1.3276,-.045000002
687,male,no,no,6.9720001,-.13249999,-.045000002
687,male,yes,yes,-5.0279999,-1.3276,-.045000002
688,male,no,no,-9.0279999,-.13249999,-.287
688,male,no,no,.972,.26409999,-.287
688,female,yes,no,-16.028,.029300001,-.287
688,female,no,no,-.028000001,.3917,-.287
688,male,no,no,-5.0279999,.029300001,-.287
689,female,no,no,14.972,1.5177,-.003
689,male,no,no,-4.0279999,.3917,-.003
689,male,no,no,-2.0280001,.1582,-.003
690,female,no,no,-1.028,-.36000001,.37
690,male,no,no,13.972,-.13249999,.37
691,female,no,no,16.972,2.4151001,1.198
693,male,yes,no,23.972,2.4151001,-.048999999
694,male,no,no,-3.0280001,-.36000001,-.18700001
695,male,no,no,3.9719999,2.4151001,-.55699998
695,female,no,no,14.972,2.4151001,-.55699998
695,female,no,no,-2.0280001,-.13249999,-.55699998
695,female,no,no,-8.0279999,-1.3276,-.55699998
696,male,no,yes,.972,.3917,-.46399999
699,male,yes,yes,10.972,.3917,-.32300001
701,male,yes,no,8.9720001,1.1404999,-.713
701,female,no,no,-12.028,-.36000001,-.713
701,male,yes,no,13.972,1.5177,-.713
701,male,yes,no,22.972,1.5177,-.713
701,male,yes,yes,-2.0280001,-.13249999,-.713
703,female,no,no,6.9720001,.1582,-.057
703,female,no,no,-23.028,-1.3276,-.057
703,male,yes,no,-10.028,.3917,-.057
703,female,no,no,2.9719999,-1.3276,-.057
703,male,no,no,2.9719999,.3917,-.057
704,female,no,no,4.9720001,-.5812,-.061999999
704,female,no,no,11.972,-.13249999,-.061999999
704,male,no,no,-5.0279999,-.36000001,-.061999999
704,female,no,no,9.9720001,-.36000001,-.061999999
704,male,no,no,-15.028,-.36000001,-.061999999
704,male,no,no,-8.0279999,-.36000001,-.061999999
704,male,no,no,1.972,-.13249999,-.061999999
705,male,no,yes,6.9720001,-.13249999,-.19400001
705,male,yes,no,6.9720001,.3917,-.19400001
705,male,yes,yes,-12.028,-.36000001,-.19400001
705,female,yes,yes,-1.028,.9127,-.19400001
705,male,no,no,8.9720001,.26409999,-.19400001
706,male,no,no,11.972,.1582,-.037999999
706,male,yes,yes,-2.0280001,.1582,-.037999999
706,female,yes,no,14.972,.9127,-.037999999
706,male,no,no,2.9719999,1.1404999,-.037999999
706,female,no,yes,-3.0280001,.56099999,-.037999999
706,male,no,no,6.9720001,.1582,-.037999999
706,male,yes,yes,10.972,-.13249999,-.037999999
707,male,yes,yes,-10.028,-1.3276,-.241
707,female,no,yes,9.9720001,.9127,-.241
707,female,no,no,9.9720001,.3917,-.241
707,female,no,no,-23.028,-1.3276,-.241
707,male,no,no,2.9719999,.56099999,-.241
707,male,yes,yes,2.9719999,.26409999,-.241
